DATEPRD,ON_STREAM_HRS,BORE_WI_VOL,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE
2011-03-05,24.0,6218.944655833333,,,0.0
2011-03-06,19.41667,4665.0,,,0.0
2011-03-07,24.0,5902.368789583334,,,0.0
2011-03-08,24.0,6212.473152291665,,,0.0
2011-03-09,24.0,6292.272376666667,,,0.0
2011-03-10,24.0,6084.88609375,,,0.0
2011-03-11,24.0,6005.0,,,0.0
2011-03-12,24.0,5955.489355833332,,,0.0
2011-03-13,24.0,6333.0,,,0.0
2011-03-14,24.0,6325.0,,,0.0
2011-03-15,24.0,6350.004386875,,,0.0
2011-03-16,24.0,6289.4073722916655,,,0.0
2011-03-17,14.5,3152.0,,,0.0
2011-03-18,24.0,6573.089591666667,,,0.0
2011-03-19,24.0,6401.8620375,,,0.0
2011-03-20,24.0,5469.61576125,,,0.0
2011-03-21,24.0,6795.8244166666655,,,0.0
2011-03-22,24.0,6046.654579791666,,,0.0
2011-03-23,24.0,6464.450302291667,,,0.0
2011-03-24,24.0,6368.553222708333,,,0.0
2011-03-25,21.83333,6553.9,,,0.0
2011-03-26,24.0,6085.2644047916665,,,0.0
2011-03-27,13.66667,3653.3,,,0.0
2011-03-28,24.0,6461.88624625,,,0.0
2011-03-29,24.0,5847.389595208333,,,0.0
2011-03-30,24.0,6017.272087083334,,,0.0
2011-03-31,22.83334,5774.63981893617,,,0.0
2011-04-01,24.0,6167.572876458334,,,0.0
2011-04-02,24.0,6162.9137879166665,,,0.0
2011-04-03,24.0,6201.433243333333,,,0.0
2011-04-04,24.0,6181.275413541665,,,0.0
2011-04-05,21.0,5590.843520909091,,,0.0
2011-04-06,13.0,2871.0,,,0.0
2011-04-07,24.0,3333.7124997916667,,,0.0
2011-04-08,24.0,7284.0,,,0.0
2011-04-09,24.0,8591.028548958333,,,0.0
2011-04-10,24.0,8441.491699166667,,,0.0
2011-04-11,17.16667,3558.0,,,0.0
2011-04-12,24.0,6683.243194583333,,,0.0
2011-04-13,21.33333,5748.304325681817,,,0.0
2011-04-14,24.0,5868.379882708334,,,0.0
2011-04-15,24.0,6121.455879375,,,0.0
2011-04-16,24.0,6120.792153125,,,0.0
2011-04-17,24.0,6079.902648958333,,,0.0
2011-04-18,24.0,6113.0,,,0.0
2011-04-19,24.0,6031.0,,,0.0
2011-04-20,24.0,6047.0,,,0.0
2011-04-21,24.0,4909.0,,,0.0
2011-04-22,24.0,6243.0,,,0.0
2011-04-23,24.0,6439.0,,,0.0
2011-04-24,24.0,6246.2,,,0.0
2011-04-25,24.0,6130.0,,,0.0
2011-04-26,24.0,6313.130676875,,,0.0
2011-04-27,24.0,6279.594619375,,,0.0
2011-04-28,24.0,6309.476562916667,,,0.0
2011-04-29,24.0,6302.666900833334,,,0.0
2011-04-30,24.0,6161.0,,,0.0
2011-05-01,24.0,6142.315925208332,,,0.0
2011-05-02,24.0,6130.45883125,,,0.0
2011-05-03,24.0,6031.679091875,,,0.0
2011-05-04,24.0,6288.4889685416665,,,0.0
2011-05-05,24.0,6328.784499791665,,,0.0
2011-05-06,24.0,6106.479346666667,,,0.0
2011-05-07,24.0,5986.485587708334,,,0.0
2011-05-08,24.0,6070.962379583333,,,0.0
2011-05-09,24.0,6187.992149375,,,0.0
2011-05-10,24.0,6172.326431875,,,0.0
2011-05-11,21.16667,5271.0,,,0.0
2011-05-12,24.0,6406.531563333333,,,0.0
2011-05-13,24.0,5958.198582291667,,,0.0
2011-05-14,24.0,6196.0,,,0.0
2011-05-15,24.0,6195.218032708332,,,0.0
2011-05-16,24.0,5925.0,,,0.0
2011-05-17,24.0,6073.360008333333,,,0.0
2011-05-18,24.0,5961.371703541667,,,0.0
2011-05-19,20.08334,5341.649013809524,,,0.0
2011-05-20,24.0,6391.411064166667,,,0.0
2011-05-21,24.0,5365.996453125,,,0.0
2011-05-22,24.0,5453.394249375,,,0.0
2011-05-23,24.0,7424.2839958333325,,,0.0
2011-05-24,24.0,6504.1306,,,0.0
2011-05-25,24.0,6072.4108125,,,0.0
2011-05-26,24.0,6024.830063125,,,0.0
2011-05-27,24.0,6009.187415208334,,,0.0
2011-05-28,24.0,5995.971824166666,,,0.0
2011-05-29,24.0,6030.3404316666665,,,0.0
2011-05-30,24.0,6055.575629791666,,,0.0
2011-05-31,24.0,6074.720786458332,,,0.0
2011-06-01,24.0,6040.785606458333,,,0.0
2011-06-02,18.41667,5386.574066578947,,,0.0
2011-06-03,24.0,6010.15721875,,,0.0
2011-06-04,24.0,6195.718291458334,,,0.0
2011-06-05,24.0,6224.488341875,,,0.0
2011-06-06,24.0,6221.0,,,0.0
2011-06-07,24.0,6192.6646575,,,0.0
2011-06-08,24.0,6142.017638958333,,,0.0
2011-06-09,24.0,6102.0,,,0.0
2011-06-10,24.0,6341.495239375,,,0.0
2011-06-11,24.0,6372.114838125,,,0.0
2011-06-12,24.0,6370.458725,,,0.0
2011-06-13,24.0,6365.418411458333,,,0.0
2011-06-14,24.0,6343.7709664583335,,,0.0
2011-06-15,24.0,6332.511962708333,,,0.0
2011-06-16,24.0,6341.933181875,,,0.0
2011-06-17,21.83333,5687.0,,,0.0
2011-06-18,0.0,6263.6923525,,,0.0
2011-06-19,24.0,6356.4597020833335,,,0.0
2011-06-20,11.84167,2945.0,,,0.0
2011-06-21,0.0,,,,0.0
2011-06-22,0.0,,,,0.0
2011-06-23,0.0,,,,0.0
2011-06-24,0.0,,,,0.0
2011-06-25,0.0,,,,0.0
2011-06-26,0.0,,,,0.0
2011-06-27,0.0,,,,0.0
2011-06-28,0.0,,,,0.0
2011-06-29,0.0,,,,0.0
2011-06-30,0.0,,,,0.0
2011-07-01,22.825,5113.0,,,0.0
2011-07-02,7.59167,1707.0,,,0.0
2011-07-03,6.5,1706.0,,,0.0
2011-07-04,8.675,2165.0,,,0.0
2011-07-05,0.0,,,,0.0
2011-07-06,0.0,,,,0.0
2011-07-07,6.325,1591.0,,,0.0
2011-07-08,16.25833,4401.0,,,0.0
2011-07-09,1.15833,207.0,,,0.0
2011-07-10,21.66667,5985.0,,,0.0
2011-07-11,17.84167,4759.0,,,0.0
2011-07-12,0.0,,,,0.0
2011-07-13,0.0,,,,0.0
2011-07-14,0.0,,,,0.0
2011-07-15,1.825,236.0,,,0.0
2011-07-16,11.175,2723.0,,,0.0
2011-07-17,0.0,,,,0.0
2011-07-18,0.0,,,,0.0
2011-07-19,1.33334,1079.03436,,,0.0
2011-07-20,22.24166,5983.0,,,0.0
2011-07-21,24.0,6880.0,,,0.0
2011-07-22,7.34167,1889.0,,,0.0
2011-07-23,0.0,,,,0.0
2011-07-24,0.0,,,,0.0
2011-07-25,17.325,4478.0,,,0.0
2011-07-26,20.50834,5629.0,,,0.0
2011-07-27,0.0,,,,0.0
2011-07-28,7.49166,1743.0,,,0.0
2011-07-29,24.0,6476.598495416667,,,0.0
2011-07-30,2.00834,429.0,,,0.0
2011-07-31,0.0,,,,0.0
2011-08-01,0.0,,,,0.0
2011-08-02,0.0,,,,0.0
2011-08-03,0.0,,,,0.0
2011-08-04,5.49166,1245.0,,,0.0
2011-08-05,24.0,6797.105507083334,,,0.0
2011-08-06,19.5,6649.12094925,,,0.0
2011-08-07,24.0,7141.367507916666,,,0.0
2011-08-08,24.0,6785.90194625,,,0.0
2011-08-09,21.33334,5750.0,,,0.0
2011-08-10,24.0,6905.4199829166655,,,0.0
2011-08-11,24.0,7128.312942708333,,,0.0
2011-08-12,24.0,6709.0,,,0.0
2011-08-13,24.0,6524.0,,,0.0
2011-08-14,24.0,6529.619704583332,,,0.0
2011-08-15,24.0,6285.310532083334,,,0.0
2011-08-16,24.0,6000.206726041667,,,0.0
2011-08-17,24.0,6212.0,,,0.0
2011-08-18,24.0,6267.9103775,,,0.0
2011-08-19,24.0,6165.28469125,,,0.0
2011-08-20,24.0,6262.752624583332,,,0.0
2011-08-21,24.0,6306.9,,,0.0
2011-08-22,24.0,6362.0,,,0.0
2011-08-23,24.0,6398.690063541666,,,0.0
2011-08-24,24.0,6065.652420416665,,,0.0
2011-08-25,23.15833,5884.929955106383,,,0.0
2011-08-26,21.34167,5936.1,,,0.0
2011-08-27,24.0,6398.310058541666,,,0.0
2011-08-28,24.0,6292.731338125,,,0.0
2011-08-29,24.0,6348.687316875,,,0.0
2011-08-30,24.0,6194.498771875,,,0.0
2011-08-31,24.0,5857.890434375,,,0.0
2011-09-01,24.0,6208.678901458334,,,0.0
2011-09-02,24.0,6392.060729791667,,,0.0
2011-09-03,24.0,6503.537399166667,,,0.0
2011-09-04,24.0,6449.327713125,,,0.0
2011-09-05,24.0,6236.966789166667,,,0.0
2011-09-06,24.0,6320.0,,,0.0
2011-09-07,24.0,6155.59838125,,,0.0
2011-09-08,24.0,6061.9728622916655,,,0.0
2011-09-09,24.0,5901.042830833333,,,0.0
2011-09-10,24.0,5975.0,,,0.0
2011-09-11,24.0,6086.088424166665,,,0.0
2011-09-12,24.0,5984.0,,,0.0
2011-09-13,12.65832,4466.595421785713,,,0.0
2011-09-14,9.50834,1357.6799057142855,,,0.0
2011-09-15,24.0,3694.534831458333,,,0.0
2011-09-16,24.0,6080.830489791666,,,0.0
2011-09-17,24.0,6214.0,,,0.0
2011-09-18,24.0,6219.0,,,0.0
2011-09-19,24.0,6299.0,,,0.0
2011-09-20,24.0,6294.0,,,0.0
2011-09-21,24.0,6163.2,,,0.0
2011-09-22,24.0,6036.0,,,0.0
2011-09-23,24.0,6138.0,,,0.0
2011-09-24,24.0,6138.0,,,0.0
2011-09-25,24.0,6125.0,,,0.0
2011-09-26,24.0,6129.0,,,0.0
2011-09-27,24.0,6129.0,,,0.0
2011-09-28,24.0,6095.7,,,0.0
2011-09-29,24.0,6074.5,,,0.0
2011-09-30,19.0,5040.0,,,0.0
2011-10-01,24.0,6150.6,,,0.0
2011-10-02,24.0,6035.7,,,0.0
2011-10-03,24.0,5983.2,,,0.0
2011-10-04,24.0,5994.383819375,,,0.0
2011-10-05,24.0,5880.069145,,,0.0
2011-10-06,24.0,5929.604453958334,,,0.0
2011-10-07,12.8,3027.1031191666666,,,0.0
2011-10-08,10.675,3043.67919125,,,0.0
2011-10-09,24.0,5993.540130208334,,,0.0
2011-10-10,24.0,5699.8046866666655,,,0.0
2011-10-11,24.0,5512.413498541667,,,0.0
2011-10-12,24.0,5475.5850525,,,0.0
2011-10-13,24.0,5352.701279375,,,0.0
2011-10-14,19.33333,4072.2187675,,,0.0
2011-10-15,22.24167,3677.3456420833327,,,0.0
2011-10-16,0.0,0.0,,,0.0
2011-10-17,0.0,0.0,,,0.0
2011-10-18,0.0,0.0080470833333333,,,0.0
2011-10-19,0.0,0.0,,,0.0
2011-10-20,0.0,0.0,,,0.0
2011-10-21,0.0,0.0,,,0.0
2011-10-22,0.0,0.0,,,0.0
2011-10-23,0.0,0.0,,,0.0
2011-10-24,0.0,0.0,,,0.0
2011-10-25,0.0,0.0,,,0.0
2011-10-26,0.0,0.0,,,0.0
2011-10-27,0.0,0.0,,,0.0
2011-10-28,0.0,0.0,,,0.0
2011-10-29,0.0,0.0,,,0.0
2011-10-30,0.0,0.0,,,0.0
2011-10-31,0.0,0.0,,,0.0
2011-11-01,0.0,0.0,,,0.0
2011-11-02,0.0,0.0,,,0.0
2011-11-03,0.0,0.0,,,0.0
2011-11-04,0.0,0.0,,,0.0
2011-11-05,15.85833,2406.38151875,,,0.0
2011-11-06,24.0,5484.327271041667,,,0.0
2011-11-07,24.0,6215.0,,,0.0
2011-11-08,24.0,5802.0679625,,,0.0
2011-11-09,24.0,5966.794296041667,,,0.0
2011-11-10,24.0,5976.0,,,0.0
2011-11-11,11.80833,2904.9747583333333,,,0.0
2011-11-12,15.85833,3606.510035,,,0.0
2011-11-13,24.0,6309.5243377083325,,,0.0
2011-11-14,24.0,6399.439727916666,,,0.0
2011-11-15,24.0,6412.4603577083335,,,0.0
2011-11-16,24.0,6451.482285,,,0.0
2011-11-17,24.0,6443.839325,,,0.0
2011-11-18,24.0,6378.659469166666,,,0.0
2011-11-19,24.0,6499.240020625,,,0.0
2011-11-20,24.0,6473.0,,,0.0
2011-11-21,24.0,6498.8,,,0.0
2011-11-22,24.0,6515.21516375,,,0.0
2011-11-23,24.0,6608.526122916665,,,0.0
2011-11-24,23.475,6442.098228125,,,0.0
2011-11-25,0.0,0.0,,,0.0
2011-11-26,0.0,0.0,,,0.0
2011-11-27,0.275,33.86613645833334,,,0.0
2011-11-28,22.83333,5576.5187566666655,,,0.0
2011-11-29,1.05833,197.5178825,,,0.0
2011-11-30,0.0,0.0456008333333333,,,0.0
2011-12-01,0.0,0.01257375,,,0.0
2011-12-02,19.15834,4736.5,,,0.0
2011-12-03,0.0,0.0,,,0.0
2011-12-04,0.0,0.0,,,0.0
2011-12-05,16.525,4191.4091372916655,,,0.0
2011-12-06,4.64167,1069.2,,,0.0
2011-12-07,18.85833,4874.389302083333,,,0.0
2011-12-08,14.39167,3686.8907814583335,,,0.0
2011-12-09,0.0,0.0209541666666666,,,0.0
2011-12-10,7.19166,1565.1030852083334,,,0.0
2011-12-11,24.0,6143.409538125,,,0.0
2011-12-12,24.0,6363.166694375,,,0.0
2011-12-13,4.30833,1051.0,,,0.0
2011-12-14,1.025,195.0,,,0.0
2011-12-15,24.0,6010.0,,,0.0
2011-12-16,24.0,5902.6977925,,,0.0
2011-12-17,21.14167,5169.8204152083335,,,0.0
2011-12-18,16.525,3688.429027916666,,,0.0
2011-12-19,24.0,6335.108711458332,,,0.0
2011-12-20,24.0,6442.9,,,0.0
2011-12-21,24.0,6477.801758125,,,0.0
2011-12-22,24.0,6158.6,,,0.0
2011-12-23,24.0,5856.978126875,,,0.0
2011-12-24,18.475,4316.026580833332,,,0.0
2011-12-25,0.0,0.978441875,,,0.0
2011-12-26,0.0,0.0,,,0.0
2011-12-27,19.44168,4566.893883125,,,0.0
2011-12-28,10.475,2760.8,,,0.0
2011-12-29,2.525,461.1,,,0.0
2011-12-30,24.0,5854.224189583333,,,0.0
2011-12-31,24.0,6034.1,,,0.0
2012-01-01,24.0,6085.9,,,0.0
2012-01-02,24.0,5845.257428125,,,0.0
2012-01-03,11.225,0.0,,,0.0
2012-01-04,0.0,0.0028135416666666,,,0.0
2012-01-05,0.0,0.0,,,0.0
2012-01-06,0.0,0.0,,,0.0
2012-01-07,0.0,0.0,,,0.0
2012-01-08,0.0,0.0,,,0.0
2012-01-09,0.0,0.0,,,0.0
2012-01-10,0.0,0.0,,,0.0
2012-01-11,0.0,0.0,,,0.0
2012-01-12,0.0,0.0,,,0.0
2012-01-13,0.0,0.0,,,0.0
2012-01-14,4.19167,754.8020820833333,,,0.0
2012-01-15,24.0,5468.04798125,,,0.0
2012-01-16,24.0,6785.749877916665,,,0.0
2012-01-17,24.0,4842.701762916667,,,0.0
2012-01-18,24.0,3715.0965310416664,,,0.0
2012-01-19,13.5,3621.6421585416665,,,0.0
2012-01-20,24.0,7225.642272916667,,,0.0
2012-01-21,13.00834,3747.5811920833335,,,0.0
2012-01-22,17.49166,4446.250435208332,,,0.0
2012-01-23,24.0,6865.5804064583335,,,0.0
2012-01-24,24.0,6878.98551875,,,0.0
2012-01-25,15.675,4010.020507708333,,,0.0
2012-01-26,15.15833,1698.216161875,,,0.0
2012-01-27,24.0,4088.04377875,,,0.0
2012-01-28,24.0,5834.035484791666,,,0.0
2012-01-29,24.0,4181.067680416666,,,0.0
2012-01-30,24.0,2530.061606458333,,,0.0
2012-01-31,24.0,2620.0785829166666,,,0.0
2012-02-01,24.0,4471.0,,,0.0
2012-02-02,24.0,4832.8604272916655,,,0.0
2012-02-03,24.0,5683.0,,,0.0
2012-02-04,24.0,5701.0,,,0.0
2012-02-05,24.0,5476.159515208334,,,0.0
2012-02-06,24.0,5143.0,,,0.0
2012-02-07,24.0,5013.278534375,,,0.0
2012-02-08,24.0,5000.3,,,0.0
2012-02-09,19.5,3916.1,,,0.0
2012-02-10,23.58333,5932.882511666667,,,0.0
2012-02-11,24.0,5921.528831458333,,,0.0
2012-02-12,24.0,4818.368751875,,,0.0
2012-02-13,24.0,4851.653952916667,,,0.0
2012-02-14,24.0,4899.441818333334,,,0.0
2012-02-15,24.0,4908.132979791666,,,0.0
2012-02-16,24.0,5368.86059625,,,0.0
2012-02-17,24.0,5151.973152083333,,,0.0
2012-02-18,24.0,5003.71895625,,,0.0
2012-02-19,24.0,5005.6925508333325,,,0.0
2012-02-20,24.0,5128.424034375,,,0.0
2012-02-21,24.0,5049.609992708332,,,0.0
2012-02-22,24.0,4980.35001375,,,0.0
2012-02-23,24.0,4945.146781666665,,,0.0
2012-02-24,24.0,4958.69142875,,,0.0
2012-02-25,24.0,5039.142936875,,,0.0
2012-02-26,24.0,4875.9,,,0.0
2012-02-27,24.0,4995.761008541665,,,0.0
2012-02-28,24.0,5007.005645416667,,,0.0
2012-02-29,24.0,5045.863593958334,,,0.0
2012-03-01,24.0,5207.5670235416665,,,0.0
2012-03-02,24.0,5141.507713125,,,0.0
2012-03-03,24.0,5102.226195833333,,,0.0
2012-03-04,24.0,5136.728706458332,,,0.0
2012-03-05,24.0,5164.260513333334,,,0.0
2012-03-06,24.0,5334.899093958334,,,0.0
2012-03-07,24.0,5421.0,,,0.0
2012-03-08,24.0,5373.0,,,0.0
2012-03-09,24.0,5199.0,,,0.0
2012-03-10,24.0,5141.0,,,0.0
2012-03-11,24.0,5145.0,,,0.0
2012-03-12,24.0,5139.0,,,0.0
2012-03-13,21.58334,4322.967265625,,,0.0
2012-03-14,24.0,4462.880737083334,,,0.0
2012-03-15,22.58333,4401.897110625,,,0.0
2012-03-16,24.0,5271.518562083334,,,0.0
2012-03-17,24.0,5140.4874879166655,,,0.0
2012-03-18,24.0,5144.172904791667,,,0.0
2012-03-19,24.0,3876.512801875,,,0.0
2012-03-20,24.0,4912.942176875,,,0.0
2012-03-21,24.0,4815.5220560416665,,,0.0
2012-03-22,24.0,4865.493987916667,,,0.0
2012-03-23,24.0,4890.22724875,,,0.0
2012-03-24,23.375,4483.9585,,,0.0
2012-03-25,19.54167,3559.9350902173915,,,0.0
2012-03-26,24.0,3539.4730764583333,,,0.0
2012-03-27,24.0,3646.7523420833327,,,0.0
2012-03-28,24.0,4911.371070416667,,,0.0
2012-03-29,24.0,4087.3627472916664,,,0.0
2012-03-30,24.0,5144.815323125,,,0.0
2012-03-31,24.0,5171.230826666666,,,0.0
2012-04-01,24.0,5121.103920833333,,,0.0
2012-04-02,24.0,5126.991408333332,,,0.0
2012-04-03,24.0,5164.1,,,0.0
2012-04-04,24.0,5095.3,,,0.0
2012-04-05,24.0,5091.86534125,,,0.0
2012-04-06,24.0,5205.1,,,0.0
2012-04-07,24.0,4987.9,,,0.0
2012-04-08,24.0,5090.2,,,0.0
2012-04-09,24.0,4988.429199166666,,,0.0
2012-04-10,24.0,4993.0311122916655,,,0.0
2012-04-11,24.0,4890.85325625,,,0.0
2012-04-12,24.0,4860.011978333333,,,0.0
2012-04-13,24.0,4889.24890875,,,0.0
2012-04-14,24.0,4867.512374791667,,,0.0
2012-04-15,24.0,4851.487906875,,,0.0
2012-04-16,24.0,4856.321686041666,,,0.0
2012-04-17,24.0,4875.124748333334,,,0.0
2012-04-18,24.0,5164.711914375,,,0.0
2012-04-19,24.0,4527.0,,,0.0
2012-04-20,24.0,5291.0,,,0.0
2012-04-21,24.0,3699.5847020833335,,,0.0
2012-04-22,24.0,5332.099136875,,,0.0
2012-04-23,24.0,5418.0,,,0.0
2012-04-24,24.0,5390.397078958334,,,0.0
2012-04-25,24.0,4059.8565520833336,,,0.0
2012-04-26,24.0,5242.385749791667,,,0.0
2012-04-27,24.0,5082.660666875,,,0.0
2012-04-28,24.0,4069.000797708333,,,0.0
2012-04-29,24.0,3984.93703375,,,0.0
2012-04-30,24.0,5149.4375,,,0.0
2012-05-01,24.0,5045.211631875,,,0.0
2012-05-02,24.0,4952.054038958333,,,0.0
2012-05-03,24.0,4480.0976875,,,0.0
2012-05-04,24.0,3795.772804583333,,,0.0
2012-05-05,24.0,4491.388640416666,,,0.0
2012-05-06,24.0,5368.800903125,,,0.0
2012-05-07,24.0,5378.063796458333,,,0.0
2012-05-08,24.0,3880.4261854166666,,,0.0
2012-05-09,24.0,5514.0,,,0.0
2012-05-10,24.0,4460.925544583333,,,0.0
2012-05-11,24.0,3464.5,,,0.0
2012-05-12,21.125,4560.4,,,0.0
2012-05-13,20.875,4648.353040833334,,,0.0
2012-05-14,24.0,5230.1,,,0.0
2012-05-15,24.0,5611.98651875,,,0.0
2012-05-16,24.0,5665.635017083333,,,0.0
2012-05-17,24.0,5688.41585625,,,0.0
2012-05-18,24.0,5057.292633125,,,0.0
2012-05-19,24.0,4304.068366875,,,0.0
2012-05-20,24.0,4381.2281497916665,,,0.0
2012-05-21,24.0,5227.985816875,,,0.0
2012-05-22,19.08334,3849.6286091666666,,,0.0
2012-05-23,24.0,5229.673881666667,,,0.0
2012-05-24,24.0,4280.302665208334,,,0.0
2012-05-25,24.0,4267.18437125,,,0.0
2012-05-26,24.0,5378.758507291665,,,0.0
2012-05-27,24.0,5258.883674583333,,,0.0
2012-05-28,24.0,5200.19336,,,0.0
2012-05-29,24.0,3579.1143722916668,,,0.0
2012-05-30,24.0,5456.008453958333,,,0.0
2012-05-31,24.0,5423.359786666666,,,0.0
2012-06-01,24.0,4085.0,,,0.0
2012-06-02,24.0,4584.425780833333,,,0.0
2012-06-03,24.0,5403.0,,,0.0
2012-06-04,24.0,5381.0,,,0.0
2012-06-05,24.0,5099.730217083334,,,0.0
2012-06-06,24.0,3939.513915625,,,0.0
2012-06-07,24.0,5177.815140625,,,0.0
2012-06-08,24.0,5446.618759166667,,,0.0
2012-06-09,24.0,5488.202758958333,,,0.0
2012-06-10,24.0,4433.779396666667,,,0.0
2012-06-11,24.0,4265.623756041667,,,0.0
2012-06-12,24.0,5385.423217708333,,,0.0
2012-06-13,22.66667,4969.945231875,,,0.0
2012-06-14,24.0,5533.025315208332,,,0.0
2012-06-15,24.0,4452.160843125,,,0.0
2012-06-16,24.0,3515.6595229166664,,,0.0
2012-06-17,24.0,5487.21082375,,,0.0
2012-06-18,24.0,5585.040283125,,,0.0
2012-06-19,24.0,5514.981605625,,,0.0
2012-06-20,15.5,3241.0605041666668,,,0.0
2012-06-21,24.0,4920.395958541666,,,0.0
2012-06-22,24.0,4310.555572291667,,,0.0
2012-06-23,24.0,4273.265815416667,,,0.0
2012-06-24,24.0,4175.799239791666,,,0.0
2012-06-25,24.0,4590.7,,,0.0
2012-06-26,24.0,5293.171600833332,,,0.0
2012-06-27,24.0,5293.8613658333325,,,0.0
2012-06-28,24.0,5239.732154791665,,,0.0
2012-06-29,24.0,5229.431770208334,,,0.0
2012-06-30,24.0,4446.3,,,0.0
2012-07-01,24.0,3923.5,,,0.0
2012-07-02,24.0,4976.8,,,0.0
2012-07-03,24.0,5084.5,,,0.0
2012-07-04,24.0,5130.528244166667,,,0.0
2012-07-05,24.0,4308.2,,,0.0
2012-07-06,24.0,4216.644927708333,,,0.0
2012-07-07,24.0,4197.06122625,,,0.0
2012-07-08,24.0,4919.661186458334,,,0.0
2012-07-09,24.0,5633.631629583333,,,0.0
2012-07-10,24.0,5605.5789410416655,,,0.0
2012-07-11,24.0,5068.0,,,0.0
2012-07-12,24.0,4379.0,,,0.0
2012-07-13,24.0,4392.0,,,0.0
2012-07-14,24.0,5287.120742708334,,,0.0
2012-07-15,24.0,5343.978248958333,,,0.0
2012-07-16,24.0,5207.357642916666,,,0.0
2012-07-17,24.0,4594.377769791667,,,0.0
2012-07-18,24.0,4552.767890416666,,,0.0
2012-07-19,24.0,4453.920463541665,,,0.0
2012-07-20,24.0,4819.916633541667,,,0.0
2012-07-21,24.0,5348.210129583334,,,0.0
2012-07-22,24.0,5368.481116666667,,,0.0
2012-07-23,24.0,4327.726981666667,,,0.0
2012-07-24,24.0,4460.743721458332,,,0.0
2012-07-25,24.0,4451.102706666667,,,0.0
2012-07-26,24.0,4451.888922916667,,,0.0
2012-07-27,24.0,4562.7044983333335,,,0.0
2012-07-28,24.0,5854.227966041667,,,0.0
2012-07-29,24.0,5933.370223541667,,,0.0
2012-07-30,24.0,5279.213393958334,,,0.0
2012-07-31,24.0,4298.771072083333,,,0.0
2012-08-01,24.0,4218.629279583332,,,0.0
2012-08-02,24.0,4139.750266666666,,,0.0
2012-08-03,24.0,4704.798759375,,,0.0
2012-08-04,24.0,5885.570075625,,,0.0
2012-08-05,24.0,6041.554427916667,,,0.0
2012-08-06,24.0,4760.471809791667,,,0.0
2012-08-07,24.0,4299.3,,,0.0
2012-08-08,24.0,4348.0,,,0.0
2012-08-09,23.66667,4193.8,,,0.0
2012-08-10,24.0,4231.5,,,0.0
2012-08-11,24.0,5717.8,,,0.0
2012-08-12,24.0,4849.4,,,0.0
2012-08-13,4.45833,781.8,,,0.0
2012-08-14,0.0,0.0,,,0.0
2012-08-15,0.0,0.0,,,0.0
2012-08-16,0.0,0.0,,,0.0
2012-08-17,0.0,0.0,,,0.0
2012-08-18,0.0,0.0,,,0.0
2012-08-19,0.0,0.0,,,0.0
2012-08-20,0.0,0.0,,,0.0
2012-08-21,0.0,0.0,,,0.0
2012-08-22,0.0,0.0,,,0.0
2012-08-23,0.0,0.0,,,0.0
2012-08-24,0.0,0.0,,,0.0
2012-08-25,0.0,0.0,,,0.0
2012-08-26,0.0,0.0,,,0.0
2012-08-27,0.0,0.0,,,0.0
2012-08-28,0.0,0.0,,,0.0
2012-08-29,0.0,0.0,,,0.0
2012-08-30,0.0,0.0,,,0.0
2012-08-31,0.0,0.0,,,0.0
2012-09-01,0.0,0.0,,,0.0
2012-09-02,0.0,0.0,,,0.0
2012-09-03,0.0,0.0,,,0.0
2012-09-04,0.0,0.0,,,0.0
2012-09-05,0.0,0.0,,,0.0
2012-09-06,0.0,0.0,,,0.0
2012-09-07,0.0,0.0,,,0.0
2012-09-08,0.0,0.0,,,0.0
2012-09-09,0.0,0.0,,,0.0
2012-09-10,0.0,0.0,,,0.0
2012-09-11,0.0,0.0,,,0.0
2012-09-12,0.70833,222.40767645833333,,,0.0
2012-09-13,2.625,674.0,,,0.0
2012-09-14,0.0,0.0,,,0.0
2012-09-15,0.0,0.0,,,0.0
2012-09-16,0.0,0.0,,,0.0
2012-09-17,0.0,0.0,,,0.0
2012-09-18,0.0,0.0,,,0.0
2012-09-19,0.0,0.0,,,0.0
2012-09-20,0.0,0.0,,,0.0
2012-09-21,0.0,0.0,,,0.0
2012-09-22,0.0,0.0,,,0.0
2012-09-23,0.0,0.0,,,0.0
2012-09-24,0.0,0.0,,,0.0
2012-09-25,0.0,0.0,,,0.0
2012-09-26,0.0,0.0,,,0.0
2012-09-27,0.0,0.0,,,0.0
2012-09-28,0.0,0.0,,,0.0
2012-09-29,4.325,572.100066875,,,0.0
2012-09-30,24.0,4556.5,,,0.0
2012-10-01,24.0,5892.2,,,0.0
2012-10-02,24.0,5936.4557116666665,,,0.0
2012-10-03,24.0,5623.434028958332,,,0.0
2012-10-04,24.0,5351.7462004166655,,,0.0
2012-10-05,24.0,5388.464599166667,,,0.0
2012-10-06,24.0,5429.134422291667,,,0.0
2012-10-07,24.0,4392.794685416667,,,0.0
2012-10-08,24.0,4298.418976666667,,,0.0
2012-10-09,24.0,5193.1073,,,0.0
2012-10-10,24.0,5026.3732,,,0.0
2012-10-11,24.0,4967.769332916667,,,0.0
2012-10-12,24.0,5287.037284166667,,,0.0
2012-10-13,17.16667,3151.1796460416667,,,0.0
2012-10-14,4.84167,764.01742375,,,0.0
2012-10-15,0.0,0.0,,,0.0
2012-10-16,0.0,0.0,,,0.0
2012-10-17,0.0,0.0,,,0.0
2012-10-18,0.0,0.0,,,0.0
